Tweet,Sentimiento
veo que la comunidad de bogota recomienda exigir la segunda dosis de astrazeneca y pienso que hay que hacerles caso,positive
me vacune con astrazeneca y a los dos dias tuve el periodo a tiempo segun calendario menstrual pero duro un dia menos de lo habitual y con extrema sensibilidad y dolor en las mamas no lo habia relacionado hasta ahora,negative
yo no me pienso vacunar con astrazeneca porque tengo miedo a los trombos pero si son casos aislados ya pero es nociva para el cuerpo humano pero si te acabas de tomar una lata de monster una pizza y de postre tres reinas pero eso no tiene nada que ver,negative
logre levantarme y prepararme el desayuno solita en el medio pienso que que dificil ha de haber sido para las personas que viven solas transitar el virus anoche apenas tuve unas lineas de fiebre y pude dormir el dolor en el cuerpo persiste,neutral
pasada las horas de mi primera dosis con astrazeneca no he sentido ningun estrago apenas un ligero dolor en el brazo nada de otro mundo una persona que se vacuno justo despues de mi si tiene un poco de fiebrenada mas que eso pienso que todo depende del organismo del vacunado,positive
la astrazeneca me demolio anticuerpos de covid aun no tengo pero me inocularon algun compuesto que reforzo mi frontalidad sin anestesia no me preguntes hoy lo que pienso xq no voy a dudar en darte mi opinion sin sangre,negative
la astrazeneca mientras yo pienso que lo peor ya paso,negative
lo que pienso cuando hablan de la vacuna astrazeneca es que la pueden llamar az,neutral
es que yo si no es astrazeneca no me pienso poner ninguna otra,neutral
yo cada vez que pienso en la vacuna de astrazenecaespero que no compren esa vacuna por lo menos yo no me la pienso poner y creo que como yo somos muchos pensando lo mismo no boten la plata,negative
en este hilo se resume lo que pienso de la vacuna de astrazeneca los beneficios son muy superiores a los riesgos no amigos los beneficios para la sociedad son superiores a los riesgos para la sociedad pero no para el individuo para el individuo los riesgos y los beneficios no estan medidos convenientemente,positive
dicen que la astrazeneca tiene un porcentaje muy bajo yo pienso que aunque sea bajo solo con una muerte por ello es suficiente para devolverla ya que hay otras mas seguras,negative
ya estan haciendo suposiciones de que los vacunados con astrazeneca o no reciben la a dosis u otra marca no pienso ser conejillo de indias para la mezcla de vacunas hagan estudios maldita sea ya vale de ineptitud,negative
cada vez que veo que alguien sube que se vacuno con la astrazeneca pienso jaja lo que le espera esa noche pobre,negative
cada vez que digo astrazeneca pienso que la fabricaron los aztecas,neutral
parece que moderna se ha dado cuenta de que yo era un chico astrazeneca y no le esta gustando,negative
mi madre no me pienso poner la astrazeneca que da trombos also mi madre bueno voy a fumarme un cigarrito ahora vengo,neutral
dicen trombosis por astrazeneca los colegas y se quedan tan tranquilos el metodo cientifico a la mierda,negative
yo no me voy a poner otra que no sea astrazeneca un estudio de dias en eso nos vamos a basar para vacunar a dos millones de personas no gracias,neutral
en este momento el pais espera las dosis faltantes de moderna una estimacion aproximada de millones de dosis pendientes,neutral
yo pienso que con relacion a la vacuna astrazeneca hay muchas cosas que seguir investigando uno no puede de antemano asumir o llevarse de eso que se esta diciendo,neutral
cada vez que me dicen que me dieron la de astrazeneca pienso que sus efectos secundarios te hacen mamado como una azteca perdon,neutral
estoy pensando en perfumes solamente pensando y el ig me muestra perfumes juro que solo lo pienso no puedo seguir asi saquenme el chip de moderna ya,neutral
espero tu hermano se mejore yo la astrazeneca no pienso ponerlasi a tu hermano le paso me pasara a mi con enfermedades cronicas le deseo una pronta recuperacion,negative
la primera persona en recibir la vacuna covid fue margaret kenan pienso que todas las personas en cualquier lugar del mundo tienen derecho a unpinchazojusto,positive
lo pienso es que por mis huevos tienen que poner la astrazeneca pues les ha costado un dineral y no la van a tirar,positive
yo tampoco se hacerunos diaspienso que astrazeneca que y otros,neutral
fui a vacunarme sin saber que vacuna me darian me entere en el lugar era astrazeneca,positive
he leido algunos articulos en sudamerica sobre segunda dosis de moderna pienso que eventualmente eso terminara pero con esos inutiles que no organizan bien los puntos de vacunacion no termiara si no hasta el otro año o algo asi,negative
pienso que s iastrazeneca produce trombos la pfaizer miocardiocarditis el covid rompe todo y la defensa es para cuatro meses considero vivir encerrado para siempre,negative
el sabado me pongo la dosis creo que lo mas sensato como saben lo que pienso es ponerme tambien astrazeneca pero me gustaria tener la opinion de los medicos de guardia en twitter,positive
gracias por comentar tu experiencia a mi me la ponen en breve y la verdadme genera muchas dudas no soy muy de vacunas pero en esta ocasion pienso que mejor astrazeneca,positive
es lo que pienso lei que enviaron turnos paraastrazeneca,neutral
yo pienso que lo deastrazeneca es una cuestion de dinero simplemente es la vacuna que tiene menor coste,negative
a mi me preocupan mucho las variantes si se demuestra que astrazeneca funciona y es eficaz quizas me vacuno con esa,neutral
a los que nos vacunaron con astrazeneca y nos pusieron de refuerzo modernapienso que al menos deberian de poner una segunda de astrazeneca para estar protegidosno solo a los maestroshay mas gente en la misma situacion,neutral
tambien tambien en fin tengo cita para la segunda dosis esta tarde y tengo claro que me pongoastrazenecapienso que es mejor que andar mezclando,positive
pienso que es un error no descartar la vacuna astrazeneca tras saber lo que ha pasado en varios paises de europa con los trombos ocasionados ya no nos fiamos de esa vacuna ni los que no somos negacionistas y queremos vacunarnos cuando nos toque,neutral
yo sigo siendo partidaria de pfizer pero por posible aumento de eficacia no por los trombos pero que a astrazeneca no le viene mal un empujoncito,positive
impresionado con todo el revuelo de la vacunas la verdad crei que seria tema de algunos meses pero ya vamos para un año,neutral
lo bueno es que ya tengo el esquema completo de vacunacion con moderna y no pienso ponerme el asqueroso refuerzo de astrazeneca,positive
yo tambien pienso que fue montaje los desmayos de astrazeneca,positive
tienes razon pienso o creo que asumen como verdad absoluta que astrazeneca es lo mejor les dijo su mama que lo sabian todo y ese dia se graduaron como referente mundial de todo,neutral
yo que mejor se las ponga la sinovac a los indocumentados venecos que estan en colombia,positive
por cierto bro bogota como la ves yo se que esa alcaldesa es un fraude vi que le metio mucho presupuesto en los puntos de vacunacion pero todos son un desastre,negative
cual es el trato de las farmaceutica a se debe segun leia un noticiero internacional que la pfizer recogera millones de dolares de la que entre los a mil millones,neutral
pienso que son dos dosis lo mismo jaja de seguro es por astrazeneca,neutral
sinovac tambien es muy buena ha tenido mala propaganda pero se ha visto excelentes resultados donde ha sido aplicada masivamente que hay algo politico detras de todo esto en brasil indonesia y chile ha tenido buena respuesta,positive
señores pienso yo que no se puede obligar a nadie el que no quiere ponerse la astrazenecano que no se la ponga,neutral
si me han puesto un chip para saber que hago se van a aburrir un monton y para lo que pienso no necesitan chip,neutral
lo expreso muy clarito en twitter ya tengo las dos dosis de astrazeneca que hago,neutral
covid moderna recomienda tambien una tercera dosispero las autoridades deben ser exigentes con los datos y pedir desgloses por edad y comorbilidad yo despues de todo lo que he leido pienso que no tiene sentido excepto casos especiales y años,neutral
es verdad que se ha vacunado con moderna no pienso hacer ningun tipo de declaracion,neutral
lo que pienso cuando escucho de la vacuna de moderna,neutral
cada que leo moderna pienso en la pasta y no en la vacuna perdon,neutral
con las ganas que tenia de ponerme la vacuna y ahora estoy pensando si ponermela o no el grupo de los sera vacunado con pfizer moderna o janssen si esta ultima es la elegida dire no tengo antecedentes de trombocitopenia y no pienso jugarmela asi que salud y suerte,negative
como dije pfizer moderna ninguna otra vacuna que una de esas dos me pienso poner,negative
por eso vale solo algo mas de dolar frente a los de pfizer o los de moderna pienso que toda esa mrda por los trombos es en realidad una guerra sucia de las otras farmaceuticas,negative
yo tengo las de pfizer y ya me avisaron para poner la que pienso ponermoderna llame para cancelar la cita y me dijeron no me la que estas citas no se pueden cambiar ni anular,positive
pues yo solo tengo la dosis de sinovac honestamente si me pienso poner modernaque somos un experimento solo esperonos pongan dosis completa mas adelante espero no estar pidiendo mucho verdad,positive
yo rechaze la astrazeneca por veces porque produce trombos en un porcentaje pequeño de casos pero los produce es un hecho,negative
yo tambien pienso que seran moderna pfizer astra johnson y tan tan,neutral
cada vez que modernapienso hablas de la vacuna o que,neutral
en cuanto a las vacunas de moderna pfizermoderna pienso que tambien deben durar puesto su accion se ejerce al expresar las celulas un gen inmunogenico proceso biologico similar alque ocurre durante una infeccion,negative
hablan de la vacuna y cada uno tiene una distinta yo pienso que es moderna si se ha puesto alguna,neutral
cada dia esta muriendo por covid una media de diez mil personas en el mundo hoy han suspendido la vacunacion y distribucion de janssen por casos de trombos entre millones de vacunados a veces pienso que hay quienes no quieren que salgamos de esta,neutral
creo que janssen ya de plano despues de la exhibida que le dieron en europa con algunas declaraciones no quieren seguir procesando mas pienso que para enero ya estara muerta esa vacuna,negative
x es imposible que me toque el gordo de navidad yo bueno hay premio entre numeros x no me pienso vacunar que las vacunas esas de janssen causan trombos yo bueno trombos entre de personas vacunadas no seamos idiotas,negative
puro pendejo penso que algun dia janssen iba a llegar a ser una cuarta parte de lo que es pfizer,negative
creo que las comunidades de cientificos divulgadores y periodistas cientificos han fracasado colectivamente en el caso de janssen y la delta y pienso que podemos aprender haciendo una diseccion de este error colectivo,negative
primero dicen tras recibir la vacuna de janssen para luego decir que los sintomas no estan relacionados si digo lo que pienso me llevan preso,negative
fui el sabado a ponerme la de refuerzo de la janssen y me llamo la atencion la de gente sin cita habia en fin es la confirmacion del egoismo,negative
alegria del diallega otra mas vacuna janssen pienso que en no mucho mucho estara la normalidad en salimos,positive
para el resto de las vacunacovid no hacen firmar ninguna autorizacion para janssen si eres mujer menor de años si eso quiere decir que saben el riesgo al que nos exponen no pienso firmar nada si me pasa algo que asuman ellos la responsabilidad asideclaro,negative
se imaginan que hagan un nuevo orden mundial y nos reorganicen por las vacunas pa europa los de janssen asia los de sinovac pa otro los no vacunados y asi perdon yo con mal genio pienso en pendejadas para que se me pase,neutral
llevo un dia horrible con fiebre por la janssen pero si alguien me pregunta en un futuro pienso decir que genial como una rosa efectos porque a vacunarse todas,positive
la janssen no me la pienso poner para que solo me proteja de un resfriado comun que se la ponga el viejo porky media dosis en cada huevo yo ese veneno en mi cuerpo no va a entrar para nada porque a mi el sabado me dijeron que me pondrian pfizer,negative
el vacunado se contagia y contagia el vacunado con janssen necesita otra dosis el vacunado hace mas de meses tambien pero el problema son los no vacunados por que pues porque pienso q esto no va de la pandemia va de que el buen ciudadano obedece,neutral
ni que la palabra de el minsalud fuera garantia acepto que estamos en fase experimental pero con la janssen no pienso asumir mas riesgos por no hablar de lo absolutamente egoista que resulta hablar de dosis cuando queda una parte brutal de la poblacion mundial sin vacunar,negative
no quiero contagiarmepero tampoco tener mas probabilidades pienso vacunare con janssen,positive
don luis con todo respeto pienso no deberia frivolizar con el tema vacunasmi mujer y yo estamos vacunados desde hace un mes y pico con la vacuna de janssen nos toco y le puedo asegurar que a los dos se nos pegan cucharillas monedasno nos hace gracia,neutral
yo pienso que hay que aprovechar que la vacuna de janssen es de un solo vial para administrarla habria que aprovechar que solo es necesario un vial para completar la vacunacion dejar astrazeneca y vacunar con janssen,positive
en mi familia entre abuelos tios primos cero efectos secundarioscon dos dosis de sinovac pfizer astrazeneca y personas con la dosis unica dejanssen entre ellos yo,positive
yo pienso el cambio de janssen,neutral
sr a lo mejor estoy equivocada pero el virus de sarcov es arn por lo que los adenovirus de astrazeneca janssen son virus adn pienso que son incompatibles por eso el cuerpo reacciona de una manera o de otra,neutral
uy no me digas que estan poniendo problema en cine colombia por eso por yo tengo janssen,negative
a mi me han citado para vacunar con janssen y no ire juegan con nosotros y no les importamos nada es una vergüenza,negative
pues siya les valeahora a meterjanssensi o si a los de la franja de a y al fin y al cabo es igual qua astrazenecapues yo estoy dentro de esa franja y si me toca jannssen no me pienso vacunar,negative
dias es el periodo maximo que se ha estudiado ojose ha estudiado todavia no se sabe si en realidad despues de ese tiempo la inmunidad se vea afectada,neutral
yo estoy bivacunadojanssen y moderna pero no entrar en ningun,negative
yo me puse janssen por ser monodosis pero me dejaran viajar,positive
me vacune el viernes reconozco que por la presion familiar me vieron tan nerviosa y cagada que me pusieron la janssen para que no volviera a por la segunda,positive
me libro de que me pongan astrazeneca me hago a la idea de que va a ser pfizer y ahora resulta que puede ser janssen pues espero que no hayan llegado los suministros para cuando me citen porque igual que decidi que con az no me vacunaba con esta tampoco lo pienso hacer,negative
pienso lo mismoestoy vacunada con astrazeneca y todos los que recomiendan astra o janssen tienen puesta las otras dosun poco harta ya de hipocresiaque hubieran pedido voluntariamente las otras,neutral
jajajaj soy yo la unica que vio janssen en tendencias y penso que pasaba algo con la vacuna,neutral
entonces la gente queo dijo me pongo lajanssenes solo un pinchazo ahora que penso que opinan,neutral
consiga usted que el gobierno permita janssen de nuevo y nos deje a los menores de años y por lo menos conseguira que una persona mas se vacune pfizer o moderna no me las pienso poner,negative
yo pienso igualcuando comience la franja e incluso estan y pensando ya en a ambos le meteran astrazeneca,neutral
janssenque aparte de saltarse la cola se saltan las pautas de vacunas malparidos ojala se vuelven en primera ronda desde luego no solo esta autorizada a mayores de,negative
lo de las segundas dosis y pienso en mi casa las tres hemos sido vacunadas con janssen hoy ya tengo mis antigenos on fire,positive
yo tengo la de janssen y no ponerme ni la de refuerzo que viene nosotros ya cumplimos bastante con nuestros deberes en estos dos años,positive
yo le doy los aplausos porque quiero y porque tiene razon yo no voy a decir de este agua no bebere o este cura no es mi padre pero piensolo mismo y conste que en junio y ayer lo volvi a hacer con moderna y la de la gripe no soy antivacunas,positive
urge que terminen de proteger al grupo de astrazeneca durante julio y aclaren lo de janssen lo mismo,neutral
yo tengo una primera janssen y me vuelven loca para ponerme una primera pfizer cosa no pienso o pueden esperar sentados,negative
si janssen que era monodosis lo es y puntoque no intenten meternos una segunda dosis ni nada ni como recuerdo,negative
yo tengo cita mañana y pienso igual si me dicen janssen,positive
pienso igual y tambien es indignante que janssen para las personas dependientes a quienes cuida su familia en casa no solo por los trombos sino por la menor proteccion pero la culpa es nuestra como sociedad por consentirlo,negative
tengo cita mañana fui a las de hoy no habia nadie les sobran vacunas de pfizer que se perderan y mañana tampoco ofrecen la posibilidad de ponertelas me tengo pone rjanssen,positive
yo hare lo mismopienso ir un dia antes para comprobar no me ponen janssenes que toca anulo cita mas adelante veriamos,positive
mi esposo tiene esclerosis multiple y toma fingolimod en junio tuvo su a dosis de pfzier iremos a bogota en noviembre y pienso quizas es un buen momento para un booster yo creia que por ser de unica dosis pero ahora no seque que janssen opinion tienen,neutral
algunos colombianos preocupandose por no poder entrar a europa por tomar la sinovac mientras yo desempleado pienso como pagar las cuentas del mes que viene,neutral
muchos denostaron sinovac pienso debieran reconocer que se equivocaron,negative
siento que ahora todes estan como ay kiero pfiezer ay kiero sinovac y pienso en que les que tenemos enfermedades cronicas fuimos ahi directo a lo que toque,negative
me dieron sinovac no me pienso volver a vacunar no soy conejo de laboratorio que les pasa manga de irresponsables no averiguaron no investigaron quien miercoles se creen que somos las personas hdp ya es demasiado,negative
con la segunda dosis de sinovac pienso que soy un directo beneficiario de que exista un mundo multipolar porque si eeuu fuera la unica e incontrarrestable potencia dominante estariamos de brazos cruzados esperando que se dignen vendernos una vacuna en una larga cola de espera,neutral
que lunes de mrda por que ni idea pienso atribuirselo a la segunda dosis de la sinovac,negative
yo no senti absolutamente nada con las dos dosis de sinovac asi que leyendo otras experiencias pienso que soy como esa persona que hicieron como que la vacunaban y era onda aire,negative
piensoque sinovacpuede mas que pfizer contra deltadado su mecanismo,neutral
mi madre ay ojala tengas algun dia un novio tierno y bueno porque eres como la luna tienes tu caracter pero necesitas mimos ok no se como tomar eso me comparo con la perra y a la vez pienso por que salio de la nada con eso la sinovac le pego mal,negative
sinceramente pienso que la vacuna sinovac es la mejor de todas eso si requiere de mas responsabilidad de uno durante el largo proceso de inmunizacionpero pasada esa etapaes muy efectiva sobre para evitar contagio en poblacion sana y no tiene ninguna contraindicacion,positive
pienso que el primero en vacunarse y con sinovac debe ser el presidente seria una muy buena señal para aquellos que descreen en la vacuna proveniente de china no importa si es un show mediatico pero el mensaje es fundamental,positive
no es que no podian conseguir todas las pfizer de una y las sinovac sirvieron para atenuar las olas a lo que hay somos hoy,neutral
cada vez que leo sinovac en los tt pienso que van a decir que descubrieron que la vacuna era mala y se me va a terminar cayendo el brazo,negative
bueno la vacuna es mas importante que cualquier cosa como sera sinovac y parece que en enero hay vacaciones pienso en florida el resto de usa debe ser muy frio en esa epoca cierto,positive
pienso que la sinovac era pura solucion salina xq no me dio ni dolor de cabeza,negative
hoy vacunado con la primera dosis de sinovac ya me siento mas comunista creo que de esto se trataba todo inocular este espiritu solidario como que me gusta mas la igualdad estoy mas culto,positive
yo pienso que esta claro que vacunarse con sinovac es mucho mejor a no vacunarse con nada el punto es que si hay informacion de que no reduce los contagios es contradictorio con politicas del gobierno tipo pase de movilidad ese es el debate de fondo,positive
yo pienso quea todos los vacunados consinovac deberian hacernos una prueba de anticuerpos y si no los hemos desarrollado valorar si se nos pone otra vacuna porque como bien dices hay varios casos de vacunados que ya estan bajo tierra,negative
soy microbiologa y bioanalista confio en la ciencia no se si esto sirva pero puede contribuir a varios conocidos les han aplicado sinovac ademas he leido sus estudios y pienso que es una vacuna segura y eficaz espero que pronto vacunen a mis papas,positive
tengo la primera dosis de sinovac por ahora no pienso que pasara en meses me siento tranquila y protegida cualquier vacuna es mejor que caer en una uci,positive
hay que vacunarse yo pienso que si y es a titulo personal tampoco discrepo con los que no lo hacen pero cambiar los criterios recomendados por la oms en una semana porque hay sobrante de sinovac hagan las cosas en serio por favor no jueguen con la vida de la gente,positive
hoy hace catorce dias de la segunda dosis de sinovac no pienso cambiar mi rutina de cuidados pero que se siente mas tranquilidad seguro,positive
en una semana mis padres tienen la segunda dosis de sinovac leo mucha gente que sus viejos se contagiaron ahora y me horrorizo empatizo y pienso lo importante que es poder avanzar en la vacunacion lo antes posible hasta mayo no voy a tener ni chance de probar anotarme,positive
yo soy bien de carton y con las vacunas de sinovac no tuve ningun malestar ahora pienso que necesito un test de antigenos porque es extraño y si no me inyectaron,negative
estoy con covid confirmado desde el lunes estoy vacunada con ambas dosis completas de sinovac desde marzo pero estoy sintomatica aunque me he cuidado mucho no se como me contagie todos los dias pienso que la variante delta estaba aqui de antes,neutral
iba a mandarle mensaje a un man que antes me gustaba para ver si nos veiamos en la vacuna porque nos toca en la misma sede y horario pero yo no pienso vacunarme con sinovac asi que valio,negative
primera y segunda sinovac tercera no pienso tengo una parestesia de hemicuerpo izquierdo se me durmio todo el lado izquierdo por casi una semana,negative
yo tengo la primera dosis con lasinovac yo no la elegi es la que habia en el consultorio con su tuit solo pienso me coloco la segunda dosis si me lo esta diciendo un medico de renombre que me imagino tiene acceso a informacion cientifica,neutral
teniendo en cuenta lo dicho por el ministro pienso que muchos tenemos dudas sobre la verdadera efectividad de la vacuna sinovac el concepto de la comunidad medica seria de gran ayuda,neutral
ya estan todas las variantes habidas por haber del covid circulando por colombia eso mas la cuarentena que estamos teniendo tenemos pandemia para ratola normalidad esta a años luz desde mi ignorancia pienso que la vacuna sinovac no es efectiva ante todas las variantes,negative
pienso cuando termina el dia sinovac de china donara a conmebol vacunas ccovid pienso en todos los trabajadores que salen a laburar en riesgo todos los dias la cajera del super por ejemplo y siento que el mundo es mas injusto,neutral
vacunacion en niños hoy es la mas adecuada porque hay mas informacion publicada pero pienso que sinovac tambien va a ser buena y ha tenido un buen perfil de seguridad y de anticuerpos sostuvo el pediatra,positive
que susto me da la variante delta pienso que super cagamos a menos que se confirme que sinovac la mas comun en colombia es altamente efectiva contra esta variante,neutral
pienso que sinovac es el camino para el seguir abriendo puertas a medias a otras opciones es despues lidiar con la falta de stock y la gente dando vuelta la region completa para encontrar una segunda dosis ya para el apostar fuerte por un proceso con pfizer,neutral
pues china tiene controlada su pandemia con sinovacno asi pfizer en usa revistas como the lancet da excelentes referencias de la primerapienso que hasta en eso nos manipule eua,neutral
ya llego la variante delta a colombia porque sere pesimista y pienso que va haber otra gran ola de contagios ojala y me equivoque pero observo a la gente ya bien relajada,negative
te estoy dando razones por la cual lasinovac no fue rechazada porque la forma en la cual actua es segura pero bueh tampoco pienso pasarme minutos aqui intentando explicarte algo que al buen entendedor pocas palabrasno quieres entender,neutral
que gente mas pendeja solo deben analizar algo el virus es chino la vacuna es china en china ya vacunaron a millones con sinovac y ya no tienen pandemia estan haciendo plata como pocos,negative
yo rechaze la astrazeneca por veces porque produce trombos en un porcentaje pequeño de casos pero los produce es un hecho en colombia se ve que sinovac no sirve es un hecho no un lobby piensopfizer y moderna son las mejores yo me vacune con pfizer,negative
es todo muy extraño y justo es con las vacunas queeeuu dono la sinovac dio resultado pruebas al canto ahora lo de los seis meses es realmente asi hasta ahora sin ningun dato mas pienso es un tema de negocio no habra sobre stock de la pfizer,neutral
me di sinovac no me pienso dar tercera con otra vacuna que no sea sinovac porque no traen para la gente que no se agenda por ese mismo motivo somos muchos los que no queremos mezcla pero queremos vacunarnos,neutral
tengo las dos dosis de sinovac ni bien se pueda pienso ir a vacunarme a cuba con la soberana la verdad que hay a problemas en mezclar vacunas,positive
no lo pienso esta en todas las paginas oficiales de las vacunassinovac pfizer astrazeneca en todas van buenas criticas,positive
desde mi ignorancia pregunto porque la ra dosis debe ser arn mensajero en principio son las mas cuestionadas porque combinar y no seguir con sinovac a veces pienso que la cuartadosis es un arreglin entre el pdte y la farmaceutica no mas,neutral
porque tienen sinovac pienso que no la estan suministrando a nadie,neutral
para sinovac esperaria pfizer y pienso que el beneficio supera al riesgo para esta tercer ola nada sustituye al uso de la mascarilla y el distanciamiento social,positive
es lo que pienso hacer tengo las dosis de sinovac y en seis meses quiero ponerme el esquema completo de pfizer,positive
pienso que es porque la sinovac no es tan efectiva,negative
malditos gringos ahora que pienso yo me di sinovaces gordura no mas sigan con lo suyo,negative
y tambien pienso que la apuesta con sinovac fue un gran acierto para protegernos de casos graves,positive
sabes a veces pienso que en el caso de la sinovac se colocan aleatoriamente es decir algunos la recibieron y a otros les toco un placebo son conjeturas no soy experta para nada solo una opinion,negative
nadie lo sabe bien nadie esperemos unas semanas pienso que sinovac aun puede con el y si puede vacunese ahora yasiempre de algo servira,positive
pero supongo que en wuhan tambien vacunaron con sinovac y no se habla de nuevos picos pienso si los chinos crearon el virus tambien tienen la contra,neutral
pienso que la sinovac nos sirvio en el momento pero no tiene la duracion que son dos,neutral
tambien pienso igual que lamentable todos lo que tienen sinovac,negative
es tambien lo que pienso que la sigan muriendo contagiandose y en algun momento haran efecto las vacunas si es sinovac sirve y ahi se golpearan el pecho diciendo,positive
me alegro que le haya protegido la vacuna pienso que esa ofrece menor de proteccion la mayoria de la poblacion tiene por eso el alza en contagios,positive
yo queria que me pongan sinovac pienso es la mejor y en el hospital donde trabajo nos pusieron astrazeneca tres dias terribles post vacuna,positive
la realidad es que no hay informacion sobre dosis de sinovac en adultos mayores y para covid grave lo que es que si dosis prevenian muerte dosis los harian mas del en poblacion adulta mayor estan bien pero es probable una cuarta al año en muy vulnerables,neutral
ya que lo dice yo dono regularmente cada meses esta vez me tocaria el de abril pero el me doy la segunda dosis de sinovac yo pienso deberia esperar dias mas para donar sangre lo digo por el tema dequeya voy a estar inmunizado es asi,positive
hay que especificar cual o cuales vacunas estan dando estos efectos secundarios la sinovac china usa el mismo virus atenuado tradicional es mas suave,neutral
pienso igual aunque ojo que la sinovac viene con el veneno betapropilactona al cabo de años tendran su efecto,negative
pienso que sinovac no es efectiva,negative
pienso que la sinovac era agua de azucar y la pfizer es la buena de ser asi quizas haya ra y ta dosis,neutral
yo no soy zurda pero igual pienso que la sinovac se entiende no es muy buena y que quizas no habia otra opcion en el momento si se pudiese haber conseguido pfizer para vacunacion masiva muy dificil quizas los contagios no estarian tan altos,neutral
yo quiero ver que sucede sin embargo e investigado y si toca porque caso contrario no me van ha dejar viajar voy por las vacunas,positive
gracias es lo que yo se pero aqui donde estoy estan anunciando vacunacion para edades a con astra y sinovac pienso tal vez es confusion porque van junto con rezagados,positive
los dirigentes chinos se las traen porque al inicio se les penso culpables o negligentes por el escape del virus sars cov causante de la covid para ahora aparcer salvadores invadiendo al mundo con su vacuna sinovac que lo elimina,neutral
lo mismo pienso yo don jorge no se cual es la insistencia porque en algunos paises que pusieron la sinovac estan diciendo que ahora les va a poner dosis de pfizer entonces en que quedamos,neutral
infectologo por posible tercera dosis de sinovac y variante delta siempre se penso que habria dosis de refuerzo,neutral
el infomercial ud penso que no podia tocarle una vacuna peor que sinovac,negative
el new york times volvia a hablar de la vacuna sinovac en el estado que estamos cualquier vacuna es mejor que ninguna pero es algo a tener en cuenta en la estrategia,neutral
no entiendo todavia para que dieron las sinovac si sabian de antemano que dar una tercera dosis y esto es definitivo estan para la joda no saben ni los meses no cubria mas absolutamente nada no me que hacen y somos conejitos de india,negative
pienso igual que tu al principio las vacunas eran segun la edad o dolencias ahora con la de sinovac que,neutral
yo y atendi a dos hijos con covid soy maestra de secundaria y varios de mis alumnos se contagiaron todos vacunados no me he hecho ninguna prueba y pienso que lo mejor es usar siempre mascarilla y distanciamiento ojo tengo mis dos vacunas sinovac,positive
y tu crees que el va a saber lo que es probabilidad estadistica entro a opinar y como reactivo al fin no penso colombia es uno de los paises mas vacunados de latam,positive
tengo una tia de años se sintio malpenso que era por su edad pero no era covid pero tenia las dosis de la sinovac un dia de cama y como nueva,positive
es en europa que no aceptaran la gente que este vacunada con sinovac ir a la eu aunque me inviten yo los rechazo primero,negative
yo pienso que tambien es algo de temor en el sentido de que tienen en latam mientras a vos a pfizer lo conoces como un gigante farmaceutico por toda la estrategia de mercado,neutral
eso no lo se yo pienso que la misma sinovac les pusieron pfizer la verdad no se una nueva tarea a investigar,neutral
pienso que la vacuna sinovac es de las mas seguras utiliza tecnologia comprobada hace decadas,positive
pero eso es en muchisimos casos a mi me pusieron esa aun me falta la segunda dosis pero desde hace mucho pienso que la pienso sinovac casi ni hace sintomas,positive
han salido varios especialistas a desestimar las preocupaciones de la inmunologa confio en el criterio de la mayoria de los cientificos asi que pienso que tener fe en la vacuna de hay sinovac,neutral
muy cierto johan pero hay sitios donde si colocan moderna o sinovac pienso que se lo coloquen de esta manera al ser vacunados,positive
mas que pensar q sea mala pienso yo que es necesario tener casi un de poblacion vacunada para en el caso de que se note ese efecto de inmunidad de rebaño y corte un poco la cadena de contagio esta vacuna es mas,positive
no entendiste ya me la di sinovac pienso que vacunarse con la primera que toque y lo antes posible,positive
la otra cosa dudo que pfizer moderna y johnson no pueden abarcar a mil millones de personas en el mundo al menos eso creo yo quiero ponerme pfizer y hare lo posible porque asi sea pero politizar la vacuna me parece un error,neutral
quiero aclararte que no soy conspiranoico o quiza si un poco jajaja y tampoco antivacunas de hecho me vacune con sinovac y no pienso los medicos del mundo sean parte de una mafia mesquina pero si creo existe tremenda manipulacion las farmaceuticas si lo creo,positive
yo pienso que la sinovac salga otra cepa esa fue la base del comentario una es suficiente al menos,negative
es que tu tuit dice un monton de personas serias aumentaron la desconfianza hacia las vacunas tuiteando una preocupacion descontextualizada por sinovac y pienso si hay que preocuparse y no hay nada descontextualizado en ello,positive
pienso que el es por sinovac los sinovac que y ese es su porcentaje de efectividad inicial con dosis si la tercera fue con pfizer sube del al,neutral
mi pregunta seria en el caso hipotetico de que le diera un trombo a una persona valdria la pena esa persona por la mayoria toda vida tiene valor pienso que debieran comprar mas,neutral
que es otra cosa distinta pienso que al tener el virus completo podria ser mejor de lo puede llegar a ser una vacunaque se creia ante nuevas variantes,negative
todavia no se que hacer yo estoy vacunada no soy antivacuna pero estoy consciente que no hay pruebas suficientes para llegar y aplicar soy madre de y solo vacune al mayor de con sinovac,positive
califico de aceptable su efectividad etc para mayores de me pregunto quees en aceptable pienso en sinovac en tiempos angustiados el termino aceptable no se oye tranquilizador,neutral
es increible que haya rechazado la vacuna pfizer,positive
pfizer pide via urgencia para vacunar lo antes posible a niños y adolescentespor quebajo que premisa tanta urgencia yo solo pienso en la de muertos y enfermos que estan causando las vacunas y me cabrea pensar que eso suceda a los niños por la estupidez de los padres,negative
lo que pienso de todo el aparato politico y mediatico hablando todo el dia de pfizer,neutral
