,Tweet,Sentimiento,Tweet Limpio
765,alguno me dice que refuerzo me puedo poner si tengo la janssen,neutral,refuerzo janssen
885,he recorrido todo bogota buscando dosis de pfizer,negative,recorrido bogota buscando dosis pfizer
556,en la farmacia no se consigue la sinovac,neutral,farmacia sinovac
1579,son mentiras del gobierno para obligarte a vacunarte no le creas nada a esa gente solo buscan lavarte la mente,negative,mentiras gobierno obligarte vacunarte creas gente buscan lavarte mente
69,la secretaria de salud de bogota informa que no cuenta con la vacuna de astrazeneca y la disponibilidad de pfizer y moderna es muy limitada solo hay vacunas de janssen y sinovac para quienes necesiten refuerzo su esquema inicial debe ser de la misma marca,negative,secretaria salud bogota informa vacuna astrazeneca disponibilidad pfizer moderna limitada vacunas janssen sinovac necesiten refuerzo esquema inicial marca
514,vacunado con sinovac y no me ha pasado nada,positive,vacunado sinovac
509,a la fecha hemos recibido de moderna dosis a traves de acuerdo bilateral y por donacion del gobierno de estados unidos,neutral,fecha recibido moderna dosis traves bilateral donacion gobierno unidos
340,en mi vida me vuelvo a vacunar pase re mala semana despues de aplicarme esa janssen deberian buscar una manera de trata la enfermedad sin afectar tanto al paciente minsaludcol,negative,vida vuelvo vacunar pase mala semana aplicarme janssen deberian buscar enfermedad afectar paciente minsaludcol
221,hay pfizer en dorado plaza es que llevo esperando hace rato la segunda dosis de esa vacuna sectorsalud,neutral,pfizer dorado plaza llevo esperando rato dosis vacuna sectorsalud
1297,llego el resultado de anticuerpos post vacunacion contra el covid no es facil de leer jaja en resumen el resultado fue el mas alto posible para la metodologia utilizada el maximo es valor lectura de do y fue lo que me dio a mi aguante,neutral,llego resultado anticuerpos post vacunacion covid facil leer jaja resumen resultado alto metodologia utilizada maximo valor lectura aguante
146,no me vacunaria con astrazeneca,negative,vacunaria astrazeneca
1313,me vacune con astrazeneca y a los dos dias tuve el periodo a tiempo segun calendario menstrual pero duro un dia menos de lo habitual y con extrema sensibilidad y dolor en las mamas no lo habia relacionado hasta ahora,negative,vacune astrazeneca tuve periodo tiempo calendario menstrual duro habitual extrema sensibilidad dolor mamas relacionado
1053,de verdad todo este proceso es indigno erika he seguido tu odisea todo el dia porque pienso vacunarme en el santa fe conseguiste la pfizer despues de todo,positive,proceso indigno erika seguido odisea pienso vacunarme santa conseguiste pfizer
1138,la alcaldia de cali ha puesto a disposiciones un nuevo centro de vacunacion en el parque del perro con segundas dosis de sinovac,neutral,alcaldia cali puesto disposiciones centro vacunacion parque perro segundas dosis sinovac
803,un dia quisiera ver a los cientificos de moderna ponerse su propia vacuna solo quieren joder al pueblo humilde,negative,quisiera cientificos moderna ponerse vacuna quieren joder pueblo humilde
508,hoy en corferias no habia vacunas para niños tampoco para segunda dosis de moderna ya van dos veces y mis hijos no se han podido vacunar minsaludcol,negative,corferias vacunas niños dosis moderna hijos podido vacunar minsaludcol
1488,gracias es lo que yo se pero aqui donde estoy estan anunciando vacunacion para edades a con astra y sinovac pienso tal vez es confusion porque van junto con rezagados,positive,gracias anunciando vacunacion edades astra sinovac pienso confusion rezagados
176,parece que nos quieren obligar a vacunarnos con astrazeneca solo hay esa,negative,quieren obligar vacunarnos astrazeneca
804,los mamertos y su cuento de las vacunas ya no mas hermano no me interesa saber nada de sinovac ni de pfizer,negative,mamertos cuento vacunas hermano interesa sinovac pfizer
168,dos meses con mi esquema de sinovac completo y sin ningun efecto secundario,positive,meses esquema sinovac completo ningun efecto secundario
1371,pues yo solo tengo la dosis de sinovac honestamente si me pienso poner modernaque somos un experimento solo esperonos pongan dosis completa mas adelante espero no estar pidiendo mucho verdad,positive,dosis sinovac honestamente pienso modernaque experimento esperonos pongan dosis completa espero pidiendo
1441,tengo la primera dosis de sinovac por ahora no pienso que pasara en meses me siento tranquila y protegida cualquier vacuna es mejor que caer en una uci,positive,dosis sinovac pienso pasara meses siento tranquila protegida vacuna caer uci
1392,don luis con todo respeto pienso no deberia frivolizar con el tema vacunasmi mujer y yo estamos vacunados desde hace un mes y pico con la vacuna de janssen nos toco y le puedo asegurar que a los dos se nos pegan cucharillas monedasno nos hace gracia,neutral,don luis respeto pienso deberia frivolizar tema vacunasmi mujer vacunados mes pico vacuna janssen toco asegurar pegan cucharillas monedasno gracia
1529,pienso en tres escenarios racional ambas partes reconocen que es un error ajeno y siguen adelante sin contratiempos beligerante normi pfizer se alborota demanda al estado colombiano ante el tribunal de arbitraje designado y llegan a un acuerdo con compensacion economica,neutral,pienso escenarios racional ambas partes reconocen error ajeno siguen contratiempos beligerante normi pfizer alborota demanda colombiano tribunal arbitraje designado llegan compensacion economica
129,exigiendo vacunacion en los estadios tendre que dejar al junior un tiempo no me quiero vacunar,negative,exigiendo vacunacion estadios tendre dejar junior tiempo quiero vacunar
189,wradio ya hay dosis de sinovac en la carpa de colsanitas,neutral,wradio dosis sinovac carpa colsanitas
136,buenos noches para preguntar si mañana tendran disponible vacunas de sinovac en palmira,neutral,noches preguntar mañana tendran disponible vacunas sinovac palmira
1514,que es otra cosa distinta pienso que al tener el virus completo podria ser mejor de lo puede llegar a ser una vacunaque se creia ante nuevas variantes,negative,cosa distinta pienso virus completo llegar vacunaque creia variantes
1278,cuando escucho a un lider politico que es medico hablar de la impotencia de mejorar los servicios medicos en vaupez pero criticando la vacunacion contra el covid me pregunto si realmente cree en la ciencia que dios nos dio para salvar vidas fanatismo,neutral,escucho lider politico medico hablar impotencia mejorar servicios medicos vaupez criticando vacunacion covid pregunto realmente cree ciencia dios salvar vidas fanatismo
894,para ir a vacunarme no hay que pedir cita que vacunas estan aplicando esta semana me dijeron que solo moderna,neutral,vacunarme pedir cita vacunas aplicando semana moderna
197,supersalud hoy fue super rapido el servicio de vacunacion en suba la primera vez fue muy lento todo ahora si me pusieron rapido la segunda dosis de moderna,positive,supersalud super rapido servicio vacunacion suba lento pusieron rapido dosis moderna
290,cali se vacuna mucha gente en los puntos de vacunacion recuerden que hoy y mañana se estan suministrando dosis de pfizer y astrazeneca,positive,cali vacuna gente puntos vacunacion recuerden mañana suministrando dosis pfizer astrazeneca
36,el gobierno miente al decir que todos los mayores de ya nos podemos poner la dosis minsaludcol sectorsalud informacion de eps sanitas para los vacunados con pfizer solo se pueden aplicar moderna astrazeneca o la misma pfizer y no hay biologicos de ninguna de esas,negative,gobierno miente mayores dosis minsaludcol sectorsalud informacion eps sanitas vacunados pfizer aplicar moderna astrazeneca pfizer biologicos
767,me jode pensar la gente que se ha visto afectada por la vacuna astrazeneca y nadie dice nada,negative,jode pensar gente visto afectada vacuna astrazeneca
232,las discotecas llenas y los lugares de vacunacion totalmente vacios aun hay dosis de sinovac y pfiezer para quien desee,positive,discotecas llenas lugares vacunacion totalmente vacios dosis sinovac pfiezer desee
645,no se preocupe por los demas yo ya estoy vacunado con astrazeneca y no me ha pasado nada de lo que se inventa la gente,positive,preocupe demas vacunado astrazeneca inventa gente
33,minsaludcolmininterior primera janssen me hicieron un refuerzo con astrazeneca refuerzo de janssen o donde lo puedo comprar me lo puedo aplicar o me tocaria ir a usa para este refuerzo con janssen esa fue mi primera dosis me gustaria zuluagacamila,neutral,minsaludcolmininterior janssen refuerzo astrazeneca refuerzo janssen comprar aplicar tocaria refuerzo janssen dosis gustaria zuluagacamila
1112,quierase no se haga poner cosas sin sentido nosotros no necesitamos tener cosas pfizer ni moderna para poder vivir,negative,quierase haga cosas sentido necesitamos cosas pfizer moderna vivir
1604,son mas los venezolanos vacunados en colombia que los que han sido vacunados en su propio pais esto es evidencia del gran plan de vacunacion de nuestro hermoso pais,positive,venezolanos vacunados colombia vacunados pais evidencia plan vacunacion hermoso pais
1068,las vacunas astrazeneca estan matando a la gente alrededor del mundo y de eso nadie habla,negative,vacunas astrazeneca matando gente mundo
865,me estresa la gente que no se quiere vacunar con pfizer,positive,estresa gente vacunar pfizer
341,muchas enfermedades puede traer como efectos secundarios las distintas vacunas contra el covid en especial la astrazeneca ya hay muchas pruebas que lo demuestran,negative,enfermedades traer efectos secundarios distintas vacunas covid especial astrazeneca pruebas demuestran
1085,moder y pfizer son igual de fuertes en sus sintomas,neutral,moder pfizer fuertes sintomas
199,ando como loco buscando dosis de moderna en todo lado solo hay pfizer y sinovac,neutral,ando loco buscando dosis moderna pfizer sinovac
429,solo los mamertos se vacunan y se creen ese cuento de delta y pfizer todo eso es una pelicula pa los bobos,negative,mamertos vacunan creen cuento delta pfizer pelicula bobos
1634,cuando me fui a poner la vacuna moderna me dijeron que no debia hacer ejercicio durante ese dia pero aun no entiendo por que,neutral,vacuna moderna debia ejercicio entiendo
876,no gasten la plata en astrazeneca hermano compren vacunas seguras para el pueblo,negative,gasten plata astrazeneca hermano compren vacunas seguras pueblo
730,no me acordaba que hoy debia ponerme la segunda dosis de pfizer,neutral,acordaba debia ponerme dosis pfizer
919,solo astrazeneca mis perros,positive,astrazeneca perros
297,ni porque la pandemia dure años yo me pongo pfizer o sinovac esas vacunas son una estrategia para manipular al pueblo mucho ojo,negative,pandemia dure años pongo pfizer sinovac vacunas estrategia manipular pueblo ojo
73,nada que llegamos a la inmunidad de rebaño en colombia trajeron muchas dosis de pfizer y ahora para los refuerzos no hay necesitamos soluciones minsaludcol,negative,llegamos inmunidad rebaño colombia trajeron dosis pfizer refuerzos necesitamos soluciones minsaludcol
1417,yo tengo cita mañana y pienso igual si me dicen janssen,positive,cita mañana pienso janssen
807,no me hable de moderna pfizer y sus maricadas esas vacunas solo buscan es enfermarnos para que tengamos que consumir sus pastillas,negative,hable moderna pfizer maricadas vacunas buscan enfermarnos tengamos consumir pastillas
547,de acuerdo al ministro es viable usar la pfizer como refuerzo de janssen,positive,ministro viable pfizer refuerzo janssen
949,minsaludcol pregunte en epssura con mi segunda dosis de moderna y me dice que solo es para pacientes mayores de años y con comorbilidades,neutral,minsaludcol pregunte epssura dosis moderna pacientes mayores años comorbilidades
1530,los efectos secundarios terribles taquicardias diarias desde los dias de la dosis he tenidoquecambiar completamente mis habitos para poder controlarlo ni cafe ni vino ni sal,negative,efectos secundarios terribles taquicardias diarias dosis tenidoquecambiar completamente habitos controlarlo cafe vino sal
1508,la otra cosa dudo que pfizer moderna y johnson no pueden abarcar a mil millones de personas en el mundo al menos eso creo yo quiero ponerme pfizer y hare lo posible porque asi sea pero politizar la vacuna me parece un error,neutral,cosa dudo pfizer moderna johnson abarcar mil millones personas mundo quiero ponerme pfizer hare politizar vacuna error
1515,todavia no se que hacer yo estoy vacunada no soy antivacuna pero estoy consciente que no hay pruebas suficientes para llegar y aplicar soy madre de y solo vacune al mayor de con sinovac,positive,vacunada antivacuna consciente pruebas suficientes llegar aplicar madre vacune sinovac
821,europa dejo de implementar la vacuna astrazeneca pero nuestro gobierno insiste que es segura,negative,europa dejo implementar vacuna astrazeneca gobierno insiste segura
663,si no estas vacunado con pfizer no me hables,negative,vacunado pfizer hables
1241,respeto tu punto de vista y coincido en varias partes pero yo si pienso que que la vacuna ha evitado varias muertes a como tu dices no sabemos lo que pasara en el futuro y a ciencia cierta nadie tiene seguridad de nada solo queremos evitar el virus,negative,respeto punto vista coincido partes pienso vacuna evitado muertes dices pasara futuro ciencia seguridad evitar virus
1500,yo pienso que tambien es algo de temor en el sentido de que tienen en latam mientras a vos a pfizer lo conoces como un gigante farmaceutico por toda la estrategia de mercado,neutral,pienso temor sentido latam vos pfizer conoces gigante farmaceutico estrategia mercado
623,oigan la vacuna pfizer es totalmente segura,positive,oigan vacuna pfizer totalmente segura
1162,tenia que vacunarme con da dosis de pfizer el de julio hoy es de julio que pasa si ya llevo mes y aun no me han vacunado,neutral,tenia vacunarme dosis pfizer julio julio pasa llevo mes vacunado
212,minsaludcol que tan riesgoso es vacunarse con pfizer estando embarazada es que mi hija se encuentra en esa situacion y no sabemos que hacer,neutral,minsaludcol riesgoso vacunarse pfizer estando embarazada hija situacion
1035,señores ya llegaron las vacunas para la segunda dosis de pfizer cuando y donde puedo ir a vacunarme,neutral,señores llegaron vacunas dosis pfizer vacunarme
1513,mi pregunta seria en el caso hipotetico de que le diera un trombo a una persona valdria la pena esa persona por la mayoria toda vida tiene valor pienso que debieran comprar mas,neutral,pregunta seria caso hipotetico diera trombo persona valdria pena persona mayoria vida valor pienso debieran comprar
1542,no se ustedes pero personalmente pienso que los que nos estamos poniendo la segunda de pfizer estos dias no vamos con la ilusion de a los que les toco hace un par de meses lo que parecia la solucion definitiva empieza a intuirse como provisional y parcial aun asi yomevacuno,positive,personalmente pienso poniendo pfizer ilusion toco par meses parecia solucion definitiva empieza intuirse provisional parcial yomevacuno
727,no necesito vacunarme para estar seguro prefiero tomar mis hierbas que andar aplicandome pfizer cada mes,negative,necesito vacunarme seguro prefiero tomar hierbas andar aplicandome pfizer mes
701,sin la segunda dosis de moderna no me dejan entrar a chile,neutral,dosis moderna dejan entrar chile
1022,tienen razon las personas que conozco que se aplicaron la vacuna de janssen tuvieron sintomas fuertes,negative,razon personas conozco aplicaron vacuna janssen tuvieron sintomas fuertes
1587,me vacune hace meses con sinovac hoy voy por la segunda dosis para tener mi esquema casi completo,positive,vacune meses sinovac dosis esquema completo
234,en corferias estan colocando dosis de pfizer y janssen,positive,corferias colocando dosis pfizer janssen
1007,las vacunas de pfizer y moderna son las mejores en mi familia pocos tuvieron sintomas despues de aplicarse alguna de esas dos,positive,vacunas pfizer moderna mejores familia tuvieron sintomas aplicarse
978,llegue de primero a el centro de vacunacion podre escoger entre pfizer y moderna para primera dosis que emocion,positive,llegue centro vacunacion podre escoger pfizer moderna dosis emocion
67,numeros en castellano criollo con mas de millones de dosis disponibles en el pais de las cuales mas del son de astrazeneca asi como hay cerca de un millon de dosis de las mismas farmaceuticas proximas a su vencimiento pilas pues señores,positive,numeros castellano criollo millones dosis disponibles pais astrazeneca cerca millon dosis farmaceuticas proximas vencimiento pilas señores
24,con la llegada de nuevas dosis de astrazeneca janssen y sinovac los equipos de sectorsalud estan desde la madrugada llevando estas vacunas a todos los puntosseguimos a la espera de mas pfizer y moderna pero mientras tanto avanzamos con todo el entusiasmo bogotaestamejorando,positive,llegada dosis astrazeneca janssen sinovac equipos sectorsalud madrugada llevando vacunas puntosseguimos espera pfizer moderna avanzamos entusiasmo bogotaestamejorando
1405,pienso lo mismoestoy vacunada con astrazeneca y todos los que recomiendan astra o janssen tienen puesta las otras dosun poco harta ya de hipocresiaque hubieran pedido voluntariamente las otras,neutral,pienso mismoestoy vacunada astrazeneca recomiendan astra janssen puesta dosun harta hipocresiaque hubieran pedido voluntariamente
216,minsaludcol en popayan seguimos esperando las dosis de refuerzo de janssen,negative,minsaludcol popayan seguimos esperando dosis refuerzo janssen
812,vacunarte con sinovac te trae una mejor calidad de vida mi dia a dia a cambiado totalmente desde que me vacune,positive,vacunarte sinovac trae calidad vida cambiado totalmente vacune
735,obvio pero lleven vacunas a puntos metropolis hoy en bogota no llegaron moderna y la mitad de la fila se fue a casa esperando esa vacunas piden que vayan pero sin vacunas es imposible,negative,obvio lleven vacunas puntos metropolis bogota llegaron moderna mitad fila casa esperando vacunas piden vayan vacunas imposible
1153,me canse de esperar el refuerzo de janssen muy mal estructurado el plan de vacunacion no piensan en el plazo para las siguientes dosis,negative,canse esperar refuerzo janssen estructurado plan vacunacion piensan plazo siguientes dosis
1373,yo tambien pienso que seran moderna pfizer astra johnson y tan tan,neutral,pienso seran moderna pfizer astra johnson
111,q solo estan colocando en su mayoria astrazeneca para ra dosis las mujeres con condiciones especiales entonces deben echarse la bendicion y rogar q nada les suceda,negative,colocando mayoria astrazeneca dosis mujeres condiciones especiales echarse bendicion rogar suceda
166,y que paso con las vacunas pfizer no hay moderna no hay sinovac no hay como quieren que la gente se vacune y el refuerzo obligatoriamente astrazeneca gobierno incompetente,negative,paso vacunas pfizer moderna sinovac quieren gente vacune refuerzo obligatoriamente astrazeneca gobierno incompetente
1585,el gobierno del presidente duque esta cumpliendo de forma perfecta lel plan de vacunacion esperemos un gran avance en los proximos meses,positive,gobierno presidente duque cumpliendo forma perfecta lel plan vacunacion esperemos avance proximos meses
207,irresponsable que minsaludcol ponga astrazeneca como tercera dosis a personas pfizer por el solo hecho que les sobra respeten la recomendacion del fabricante fruizgomez con es decision matan mayores de años en colombia,negative,irresponsable minsaludcol ponga astrazeneca dosis personas pfizer sobra respeten recomendacion fabricante fruizgomez decision matan mayores años colombia
274,este lote permitira seguir avanzando con el plan nacional de vacunacion llegaron al pais de ’ dosis de vacunas de janssen con las que se completan ’ de dosis en el pais de acuerdo con minsaludcol,neutral,lote permitira seguir avanzando plan nacional vacunacion llegaron pais dosis vacunas janssen completan dosis pais minsaludcol
41,muy feliz de por fin tener mis dos dosis de astrazeneca pase toda la tarde esperando la dosis,positive,feliz dosis astrazeneca pase esperando dosis
591,me confirman por interno que el dia de mañana llegaran mas dosis de la vacuna moderna a la ciudad de neiva,positive,confirman interno mañana llegaran dosis vacuna moderna ciudad neiva
1478,me alegro que le haya protegido la vacuna pienso que esa ofrece menor de proteccion la mayoria de la poblacion tiene por eso el alza en contagios,positive,alegro protegido vacuna pienso ofrece menor proteccion mayoria poblacion alza contagios
525,este jueves hubo jornada de vacunacion llevaron dosis de pfizer y sinovac,positive,jueves jornada vacunacion llevaron dosis pfizer sinovac
287,sectorsalud dio a conocer que las vacunas de pfizer en bogota se priorizaran para mujeres gestantes por orden del minsaludcol los refuerzos para el resto de la poblacion en bogota se haran con las vacunas de sinovac astrazeneca y janssen,neutral,sectorsalud vacunas pfizer bogota priorizaran mujeres gestantes orden minsaludcol refuerzos resto poblacion bogota haran vacunas sinovac astrazeneca janssen
469,me toco con astrazeneca pero esta buena la verdad me siento mas activo desde que tengo la dosis no se si sea un efecto secundario tener tanta energia,positive,toco astrazeneca siento activo dosis efecto secundario tanta energia
1350,yo sigo siendo partidaria de pfizer pero por posible aumento de eficacia no por los trombos pero que a astrazeneca no le viene mal un empujoncito,positive,sigo partidaria pfizer aumento eficacia trombos astrazeneca viene empujoncito
121,disque pfizer,neutral,disque pfizer
1654,ojala todo salga bien con la vacuna pfizer,positive,ojala salga vacuna pfizer
1252,jajaja es lo primero que pienso cuando veo pienso janssen en la que la ponen,neutral,jajaja pienso veo pienso janssen ponen
928,se informa a la comunidad que el dia de hoy ya se cuenta con segundas dosis de astrazeneca moderna y sinovac en el cc unico,neutral,informa comunidad segundas dosis astrazeneca moderna sinovac unico
673,donde consigo refuerzo para janssen estan agotadas en pasto,neutral,refuerzo janssen agotadas pasto
1469,pienso que es porque la sinovac no es tan efectiva,negative,pienso sinovac efectiva
1141,pase las dos dosis de moderna y astrazeneca como refuerzo sin ningun sintoma me siento muy afortunada,positive,pase dosis moderna astrazeneca refuerzo ningun sintoma siento afortunada
886,vacunado con sinovac y nada me ha afectado dejen de inventar tanta cosa,positive,vacunado sinovac afectado dejen inventar tanta cosa
956,me pueden indicar a donde puedo ir a vacunarme sin cita para recibir la vacuna de moderna,neutral,indicar vacunarme cita recibir vacuna moderna
25,no hay dosis de sinovac en valledupar minsaludcol,negative,dosis sinovac valledupar minsaludcol
1134,yo no necesito dosis de sinovac para estar tranquilo la confianza en dios es lo que nos puede salvar,negative,necesito dosis sinovac tranquilo confianza dios salvar
149,dinamarca descarto la vacuna astrazeneca por que en colombia la seguimos usando minsaludcol,negative,dinamarca descarto vacuna astrazeneca colombia seguimos usando minsaludcol
925,es seguro vacunar a mi padre de años con moderna no es muy fuerte,negative,seguro vacunar padre años moderna fuerte
1176,sale la noticia de poder consultar y descargar el certificado de vacunacion voy a la pagina de mi vacuna pienso llevo un mes desde mi segunda dosis imposible que no este ingresosu certificado no ha sido generado su ips no cargo el registro o no esta vacunada,neutral,sale noticia consultar descargar certificado vacunacion pagina vacuna pienso llevo mes dosis imposible ingresosu certificado generado ips cargo registro vacunada
696,mucha xenofobia con la sinovac solo porque es china la gente empieza a inventarse peliculas,positive,xenofobia sinovac china gente empieza inventarse peliculas
843,me importa un culo si la vacuna sinovac es segura a mi no me van a poner esa chimbada,negative,importa culo vacuna sinovac segura chimbada
889,quiten esa vacuna sinovac del mercado eso no sirve de nada,negative,quiten vacuna sinovac mercado sirve
598,no me vacuno con janssen ni porque me paguen,negative,vacuno janssen paguen
1020,donde puedo vacunarme con pfizer te contamos cual es la lista de lugares que se habilito para acceder a este biologico bogota continua la carrera con meta en inmunizar al de la poblacion,neutral,vacunarme pfizer contamos lista lugares habilito acceder biologico bogota continua carrera meta inmunizar poblacion
139,ni mi madre ni yo nos vamos a vacunar nos ofrecieron la janssen pero no queremos y no nos pueden obligar,negative,madre vacunar ofrecieron janssen obligar
749,en cordoba solo estan colocando sinovac es la unica que hay en el departamento,neutral,cordoba colocando sinovac unica departamento
1284,yo no entiendo al gobernador de antioquia el esta vacunado dio covid positivo esta usando el tratamiento de regeneron pero insiste en ir en contra de todo no entiendo cuando me refiero a todo es ir en contra de la vacunacion y ir en contra del uso de mascarillas,neutral,entiendo gobernador antioquia vacunado covid positivo usando tratamiento regeneron insiste entiendo refiero vacunacion mascarillas
1004,la vacuna de astrazeneca me dejo mas adolorido el brazo que un dia completo de gym,negative,vacuna astrazeneca dejo adolorido brazo completo gym
323,solo estan vacunando a la gente mayor los menores de años tiene que esperar que acaben con ese sector de la poblicion y ver que dosis queda parece que solo va quedar pfizer para nosotros,negative,vacunando gente menores años esperar acaben sector poblicion dosis queda quedar pfizer
180,sectorsalud los que esten buscando moderna astrazeneca o sinovac las estan colocando y es super agil yo estuve en el centro comercial carrera y fue rapido sali a las de ahi,positive,sectorsalud esten buscando moderna astrazeneca sinovac colocando super agil estuve centro comercial carrera rapido sali
1272,el tema es que no tienen la quete dan es experimento sin resultado final y creo que uno no deberia exponer su organismo como rata de laboratorio creo quetampoco es asi,negative,tema quete experimento resultado deberia exponer organismo rata laboratorio quetampoco
450,en caracol se llenan la boca diciendo que llegaron mas vacunas pfizer y no se que como si eso fuera cosa de otro mundo,negative,caracol llenan boca diciendo llegaron vacunas pfizer cosa mundo
1434,cada vez que leo sinovac en los tt pienso que van a decir que descubrieron que la vacuna era mala y se me va a terminar cayendo el brazo,negative,leo sinovac pienso descubrieron vacuna mala terminar cayendo brazo
607,me alegra saber que mi mamita ya tiene sus dosis de pfizer asi puede salir a caminar tranquila,positive,alegra mamita dosis pfizer salir caminar tranquila
1043,alguien sabe si con una sola dosis de astrazeneca puedo salir del pais,neutral,alguien dosis astrazeneca salir pais
1352,lo bueno es que ya tengo el esquema completo de vacunacion con moderna y no pienso ponerme el asqueroso refuerzo de astrazeneca,positive,esquema completo vacunacion moderna pienso ponerme asqueroso refuerzo astrazeneca
296,colombia recibio nuevo lote de vacunas de janssen con este lote colombia completo dosis de vacunas de todos los laboratorios y mecanismos algo para aplaudir en gracias ivanduque minsaludcol fruizgomez,neutral,colombia recibio lote vacunas janssen lote colombia completo dosis vacunas laboratorios mecanismos aplaudir gracias ivanduque minsaludcol fruizgomez
1293,se q se siente hace dias estaba super cansada y agotada emocionalmente despues de una semana de campaña de vacunacion contra el covid mi novio llego a la a la casa y me dice mira lo que te compre y saca un six pack de andina,positive,siente super cansada agotada emocionalmente semana campaña vacunacion covid novio llego casa mira compre saca six pack andina
1250,tres dosis de pfizer covid positivo como una gripa cada uno es un universo pienso que fue por la vacuna pfizer a mi no me dio duro,positive,dosis pfizer covid positivo gripa universo pienso vacuna pfizer duro
94,reportandoles hoy desde como siempre muy amable el personal y buen trabajo con hay disponibilidad de moderna sinovac y phizer para menores punto recomendado para vacunacion,positive,reportandoles amable personal trabajo disponibilidad moderna sinovac phizer menores punto recomendado vacunacion
1516,califico de aceptable su efectividad etc para mayores de me pregunto quees en aceptable pienso en sinovac en tiempos angustiados el termino aceptable no se oye tranquilizador,neutral,califico aceptable efectividad etc mayores pregunto quees aceptable pienso sinovac tiempos angustiados termino aceptable oye tranquilizador
637,pfizer mi top en vacunas contra el covid,positive,pfizer top vacunas covid
1304,si fueran de astrazeneca pensaria que es por negligencia pero como son de pfizer pienso que es corrupcion,negative,fueran astrazeneca pensaria negligencia pfizer pienso corrupcion
286,es importante que las personas que se aplicaron la vacuna de janssen sepan que pueden aplicarse una dosis de refuerzo de moderna astrazeneca o la misma janssen fruizgomez,neutral,importante personas aplicaron vacuna janssen sepan aplicarse dosis refuerzo moderna astrazeneca janssen fruizgomez
488,que malviaje esa dosis de pfizer lo deja a uno loco,negative,malviaje dosis pfizer deja loco
444,hpta yo no me vacuno por nada del mundo esas vacunas pfizer son de lo peor,negative,hpta vacuno mundo vacunas pfizer
1208,pienso que aplicar la vacuna sinovac a docentes no fue la mejor estrategia protege en un eso significa que de cada pueden enfermar y contagiar se debio aplicar pfizer,negative,pienso aplicar vacuna sinovac docentes estrategia protege significa enfermar contagiar debio aplicar pfizer
1395,yo pienso el cambio de janssen,neutral,pienso cambio janssen
1198,yo pienso que que vacuna ayuda al cuerpo a generar defensas especificas y es una buena ayuda especialmente para quienes tienen un sistema inmune debillatransmision desde asintomaticos ha demostrado ser un en el hogar en el hogar,positive,pienso vacuna ayuda cuerpo generar defensas especificas ayuda especialmente sistema inmune debillatransmision asintomaticos demostrado hogar hogar
275,con vacuna janssen quienes fuimos vacunados en colombia contra covid con vacuna janssen que se suponia era de unica dosis tambien recibiremos dosis de refuerzo a los meses minsaludcol,neutral,vacuna janssen vacunados colombia covid vacuna janssen suponia unica dosis recibiremos dosis refuerzo meses minsaludcol
806,oigan una pregunta sera que es malo consumir marihuana cuando te acabas de vacunar con sinovac es que me da cosa jajajaja,neutral,oigan pregunta malo consumir marihuana acabas vacunar sinovac cosa jajajaja
1152,buscan es matarnos a punta de dosis de moderna esas vacunas no son estables,negative,buscan matarnos punta dosis moderna vacunas estables
1206,tiempo de confesar que cuando escucho pfizer antes que pensar en la vacuna o en el viagra lo primero que pienso es jake gyllenhaal en esa pelicula con anne hathaway,neutral,tiempo confesar escucho pfizer pensar vacuna viagra pienso jake gyllenhaal pelicula anne hathaway
32,la resolucion del minsaludcoldisponia que la tercera dosis de personas vacunadas con pfizermoderna debia ser unicamente con una de esas dos vacunas la resolucion incluyo confundamento cientifico astrazeneca vacunense con la que haya,positive,resolucion minsaludcoldisponia dosis personas vacunadas pfizermoderna debia unicamente vacunas resolucion incluyo confundamento cientifico astrazeneca vacunense
1104,mis padres sufrieron con esa vacuna pfizer cuide a los suyos y no les ponga eso,negative,padres sufrieron vacuna pfizer cuide ponga
307,estan aplicando dosis de pfizer en el coliseo menor acercate aun quedan muchas,positive,aplicando dosis pfizer coliseo menor acercate quedan
770,los efectos secundarios de moderna cuando se pronunciara van a seguir ocultandose,negative,efectos secundarios moderna pronunciara seguir ocultandose
11,bogota esta pasando por un mal momento en vacunacion hay poca gente en los puntos de vacunacion recuerden que en el pabellon de corferias puden encontrar dosis de pfizer y moderna,negative,bogota pasando momento vacunacion gente puntos vacunacion recuerden pabellon corferias puden encontrar dosis pfizer moderna
872,para cuando la venta de vacunas como pfizer en droguerias,neutral,venta vacunas pfizer droguerias
1067,que pena las personas que se aplicaron la astrazenca es la peor de todas las vacunas,negative,pena personas aplicaron astrazenca vacunas
86,astrazeneca es ideal para los mayores de años tiene un mayor porcentaje de efectividad en este grupo de poblacion wradio,positive,astrazeneca ideal mayores años porcentaje efectividad grupo poblacion wradio
778,mucha fiebre y dolor de cabeza son los principales sintomas que puede generar la vacuna sinovac,negative,fiebre dolor cabeza principales sintomas generar vacuna sinovac
1060,decidi aplicarme moderna despues de dar por positivo a covid la verdad es una enfermedad dificil cuidense y vacunense,positive,decidi aplicarme moderna positivo covid enfermedad dificil cuidense vacunense
1644,solo tienen moderna y sinovac,neutral,moderna sinovac
1082,ayer me informaron que llegaban vacunas para primera dosis de moderna pero cuando hoy llegue a la fila me quede sin cupo por personas,negative,ayer informaron llegaban vacunas dosis moderna llegue fila quede cupo personas
